date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:12	56449/56449	---M-Z	200	added ('OK')	text/css	etag:%22dc81-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/animate.css	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/animate.css	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:13	324062/324062	---M-Z	200	added ('OK')	text/css	etag:%224f1de-54cf22b586480-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/style.css	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/style.css	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:14	3119/3119	---M-Z	200	added ('OK')	text/css	etag:%22c2f-54a5cf3209a00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/colors/default.css	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/css/colors/default.css	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:15	17528/17528	---M--	200	added ('OK')	image/png	etag:%224478-54a5a4ba26800%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo.png	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:15	17700/17700	---M--	200	added ('OK')	image/png	etag:%224524-54a5a4ba26800%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo-dark.png	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-logo-dark.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:17	16371/16371	---M--	200	added ('OK')	image/png	etag:%223ff3-54a5a4ba26800%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text.png	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:18	16541/16541	---M--	200	added ('OK')	image/png	etag:%22409d-54a5a4ba26800%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text-dark.png	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/admin-text-dark.png	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:20	32130/32130	---M--	200	added ('OK')	image/jpeg	etag:%227d82-54a5a6f65ae00%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/pawandeep.jpg	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/pawandeep.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:20	30783/30783	---M--	200	added ('OK')	image/jpeg	etag:%22783f-54a5a6f65ae00%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/sonu.jpg	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/sonu.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:21	25255/25255	---M--	200	added ('OK')	image/jpeg	etag:%2262a7-54a5a6f65ae00%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/arijit.jpg	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/arijit.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:22	74946/74946	---M-Z	200	added ('OK')	text/html	etag:%22124c2-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-basic.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-basic.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:23	114962/114962	---M-Z	200	added ('OK')	text/html	etag:%221c112-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-layout.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-layout.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:26	55899/55899	---M-Z	200	added ('OK')	text/html	etag:%22da5b-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-float-input.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-float-input.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:28	52413/52413	---M-Z	200	added ('OK')	text/html	etag:%22ccbd-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-upload.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-upload.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:29	52021/52021	---M-Z	200	added ('OK')	text/html	etag:%22cb35-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-mask.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-mask.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:30	75696/75696	---M-Z	200	added ('OK')	text/html	etag:%22127b0-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-img-cropper.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-img-cropper.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:31	57967/57967	---M-Z	200	added ('OK')	text/html	etag:%22e26f-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-validation.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-validation.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:32	48639/48639	---M-Z	200	added ('OK')	text/html	etag:%22bdff-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-dropzone.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-dropzone.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:33	60804/60804	---M-Z	200	added ('OK')	text/html	etag:%22ed84-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-pickers.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-pickers.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:34	67476/67476	---M-Z	200	added ('OK')	text/html	etag:%2210794-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-wizard.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-wizard.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:35	51929/51929	---M-Z	200	added ('OK')	text/html	etag:%22cad9-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-typehead.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-typehead.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:36	58788/58788	---M-Z	200	added ('OK')	text/html	etag:%22e5a4-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-xeditable.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-xeditable.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:37	51044/51044	---M-Z	200	added ('OK')	text/html	etag:%22c764-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-summernote.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-summernote.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:38	48951/48951	---M-Z	200	added ('OK')	text/html	etag:%22bf37-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-bootstrap-wysihtml5.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-bootstrap-wysihtml5.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:39	49406/49406	---M-Z	200	added ('OK')	text/html	etag:%22c0fe-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-tinymce-wysihtml5.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/form-tinymce-wysihtml5.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:40	90791/90791	---M-Z	200	added ('OK')	text/html	etag:%22162a7-54a5ce13ef700-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/basic-table.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/basic-table.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:40	109833/109833	---M-Z	200	added ('OK')	text/html	etag:%221ad09-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/table-layouts.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/table-layouts.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:42	117461/117461	---M-Z	200	added ('OK')	text/html	etag:%221cad5-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/data-table.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/data-table.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:43	55932/55932	---M-Z	200	added ('OK')	text/html	etag:%22da7c-54f078dc422d6-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/bootstrap-tables.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/bootstrap-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:43	65291/65291	---M-Z	200	added ('OK')	text/html	etag:%22ff0b-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/responsive-tables.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/responsive-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:44	77165/77165	---M-Z	200	added ('OK')	text/html	etag:%2212d6d-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/editable-tables.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/editable-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:46	139435/139435	---M-Z	200	added ('OK')	text/html	etag:%22220ab-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/foo-tables.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/foo-tables.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:47	50014/50014	---M-Z	200	added ('OK')	text/html	etag:%22c35e-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/jsgrid.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/jsgrid.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:50	51907/51907	---M-Z	200	added ('OK')	text/html	etag:%22cac3-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/morris-chart.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/morris-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:51	50555/50555	---M-Z	200	added ('OK')	text/html	etag:%22c57b-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/chart-js.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/chart-js.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:52	54305/54305	---M-Z	200	added ('OK')	text/html	etag:%22d421-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/peity-chart.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/peity-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:52	54064/54064	---M-Z	200	added ('OK')	text/html	etag:%22d330-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/knob-chart.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/knob-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:53	56157/56157	---M-Z	200	added ('OK')	text/html	etag:%22db5d-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/sparkline-chart.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/sparkline-chart.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:54	56770/56770	---M-Z	200	added ('OK')	text/html	etag:%22ddc2-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/extra-charts.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/extra-charts.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:55	19934/19934	---M--	200	added ('OK')	image/jpeg	etag:%224dde-54a5a6f65ae00%22	https://wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/varun.jpg	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/plugins/images/users/varun.jpg	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:56	67288/67288	---M-Z	200	added ('OK')	text/html	etag:%22106d8-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/profile.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/profile.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:57	6209/6209	---M-Z	200	added ('OK')	text/html	etag:%221841-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/login.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/login.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:58:58	100284/100284	---M-Z	200	added ('OK')	text/html	etag:%22187bc-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index2.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index2.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:00	82433/82433	---M-Z	200	added ('OK')	text/html	etag:%2214201-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index3.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index3.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:01	70246/70246	---M-Z	200	added ('OK')	text/html	etag:%2211266-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panels-wells.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panels-wells.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:02	59017/59017	---M-Z	200	added ('OK')	text/html	etag:%22e689-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panel-ui-block.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/panel-ui-block.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:03	82442/82442	---M-Z	200	added ('OK')	text/html	etag:%221420a-54a5ce13ef700-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/buttons.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/buttons.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:05	57618/57618	---M-Z	200	added ('OK')	text/html	etag:%22e112-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/typography.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/typography.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:08	60343/60343	---M-Z	200	added ('OK')	text/html	etag:%22ebb7-54a5ce4d27e00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/grid.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/grid.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:09	87192/87192	---M-Z	200	added ('OK')	text/html	etag:%2215498-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/tabs.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/tabs.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:11	80977/80977	---M-Z	200	added ('OK')	text/html	etag:%2213c51-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/tab-stylish.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/tab-stylish.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:12	59434/59434	---M-Z	200	added ('OK')	text/html	etag:%22e82a-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/modals.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/modals.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:13	73356/73356	---M-Z	200	added ('OK')	text/html	etag:%2211e8c-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/progressbars.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/progressbars.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:14	59157/59157	---M-Z	200	added ('OK')	text/html	etag:%22e715-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/notification.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/notification.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:14	56947/56947	---M-Z	200	added ('OK')	text/html	etag:%22de73-54a5ce13ef700-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/carousel.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/carousel.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:16	63507/63507	---M-Z	200	added ('OK')	text/html	etag:%22f813-54a5ce8660500-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/list-style.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/list-style.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:17	64476/64476	---M-Z	200	added ('OK')	text/html	etag:%22fbdc-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/user-cards.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/user-cards.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
21:59:18	54898/54898	---M-Z	200	added ('OK')	text/html	etag:%22d672-54a5cebf98c00-gzip%22	https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/timeline.html	C:/My%20Web%20Sites/admin5/wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/timeline.html	(from https://wrappixel.com/ampleadmin/ampleadmin-html/ampleadmin-minimal/index.html)
